,tweet,Primary Emotion
1088,Conservation Groups &amp; Corporate Cash: An Exchange https://t.co/KGMdjWrXvf #NoDAPL,neutral
1089,A shot from last nights huge #noDAPL #noKXL #keepitintheground rally in SF from instagram.,fear
1090,"If you thought Randy Blythe's lyrics were good, just wait. #NoDAPL #waterislife https://t.co/81SjNpJQ1a",fear
1091,Hacking vs. Buying Passwords - Which One For You? https://t.co/y104VtsDke @NoDAPL @switch_d,fear
1092,"Trump/Pence Juggernaut Continues &amp; Must Be Driven Out &amp; Attorney General Jeff Sessions
https://t.co/4o1Visl0Gs
#pressbriefing #NoDAPL https://t.co/WRv53Jvw7J",fear
1093,"""There's still very much a fight"":  the Cheyenne River Sioux are taking the #NoDAPL battle to court https://t.co/7tbSev8stZ https://t.co/If7KJSrFBN",fear
1094,@StateDept but this okay to brutalize our Native American brothers &amp; sisters ? #NoDapl don't be hypocrites when you do far worse at home! https://t.co/CI6cIvHsUJ,anger
1095,Why @VivaEcoViva is standing with water protectors and divesting from #WellsFargo: https://t.co/OJOPmtUEiz #WaterIsLife #NoDAPL,fear
1096,"@StateDept right while our country blew Sophia wilansky's arm off, or shot non violent protestors with rubber bullets at #NoDAPL https://t.co/2guqaOzKwf",anger
1097,@StateDept Wait what?! Did you forget about standing rock?? Disgusted! #NoDAPL,anger
1098,Best status of the day! ❤️ Almost like the Mother doesn't like you kicking off her people and drilling into her #Karma #NoDAPL #StandingRock https://t.co/LVH6A8kHB9,fear
1099,"Right? I can't believe Russia detained those NODAPL water protectors, BLM protestors, Occupy students, &amp; the ADayWithoutWomen activists. Wow https://t.co/Vl3prRf6H0",surprise
1100,Wells Fargo Shareholders Propose Resolution to Respect the Rights of Indigenous Peoples #NoDAPL https://t.co/CbFTQaZSy5 via @LRInspire,fear
1101,@VeteransStand4 Norwegian bank sells it's share of #NoDAPL funding.  https://t.co/N2P0Enz5jn  #NoKXL,fear
1102,America treats its protesters with respect and honor.  #NoDAPL #RussiaProtests #TrumpRussia https://t.co/toXoArs4hn,fear
1103,It Takes a Police State to Build an Energy Empire https://t.co/On8Hmq84rY #NoDAPL,fear
1104,Shailene Woodley reaches deal to avoid jail over pipeline protest: https://t.co/aim6uXsj4h @shailenewoodley #pipeline #NoDAPL #NoKXL,fear
1105,Well done ladies!#divest #NoDAPL https://t.co/pF92j0nY78,joy
1106,Investment community still skeptical over prospects for Keystone XL https://t.co/m7tTUiwuyF #NoDAPL #StandingRock #WaterIsLife,fear
1107,Shailene Woodley Sentenced After Dakota Access Pipeline Protest Arrest https://t.co/BIlZfCDIhm #NoDAPL #StandingRock #WaterIsLife,fear
1108,"@StateDept ANDDD yet #StandingRock @NoDAPL families w/very peaceful protest (0 weapons) that u felt deserved military response-&gt;tanks,guns..",anger
1109,@StateDept Where were you when #standingrock protestors were attacked by militarized police on their own treaty land? #hypocrites #nodapl #nojustice,anger
1110,"New estimates at half a million gallons, spilled 150 miles from Standing Rock. #noDAPL #cleanenergynow 

https://t.co/k747XaH6Nq via @fusion",fear
1111,"Insanity = Polluting your own water and air 
#NoDAPL #WaterIsLife #OurRevolution #climatechange #Bernie2020 #DraftBernie #JusticeDemocrats https://t.co/mdD7G36Ca9",anger
1112,"@mattpetersonnyc on Social Justice Warriors podcast talks #NoDAPL, indigenous resistance, &amp; mobilization of veterans https://t.co/TELpiKwggy",fear
1113,"TROUBLE episode #1: KILLING THE BLACK SNAKE: Behind the Scenes of the #NODAPL Struggle

The first episode of... https://t.co/Zr5aXKUwvE",fear
1114,"Lakota invasion of Cambridge, Mass.  #nodapl https://t.co/hO6Kgnoo8U",fear
1115,Minneapolis screening of @submedia's Killing The Black Snake https://t.co/ctLFKChhti #NoDAPL https://t.co/qP7qGZrt1P,fear
1116,"Native Americans to meet Norway's wealth fund watchdog over pipeline
https://t.co/3dpomgjsP8 #standingrock #NoDAPL #WaterIsLife https://t.co/KyXy46jzr2",fear
1117,The Keystone XL pipeline still faces at least one big roadblock https://t.co/qB73wdPK0r #NoDAPL #StandingRock #WaterIsLife,fear
1118,@StateDept Have you told Morton County Sheriffs Dept? #NoDAPL #NoKXL. They had 700 peaceful protesters.,fear
1119,@StateDept You should clean up your own backyard first. Hypocrites. @jimmy_dore @BernieSanders #NoDAPL @WesClarkjr @TYTPolitics,anger
1120,For all who think America doesn't mess w/ ✌🏾 protestors #nodapl @sydnerain can you educate these fools https://t.co/OEIgwYGiH6,fear
1121,Solidarity for Standing Rock can be found across the United States. #NODAPL - https://t.co/hd0d1OFlPi,fear
1122,Call To Action: Mass Bank Exit - here's how it's done #NoDAPL #BankExit https://t.co/U37GXw9mv4,fear
1123,"The peaceful resistance of the #NoDAPL movement is focus of AWAKE, A DREAM FROM STANDING ROCK, playing #Tribeca2017. https://t.co/g1K3swXwfy https://t.co/4rgmZhH7t4",fear
1124,ND Gov makes the case that suppressing #StandingRock protest was a victory of environmentalism https://t.co/yT7vvuNoLK #NoDAPL @UR_Ninja https://t.co/IWaYyQCXQB,fear
1125,"US calls on Russia to release all peaceful protestors. You 1st USA, You first! @UN @jimmy_dore @WesClarkjr #NoDAPL #NoKXL",fear
1126,Spouses of law enforcement speak out about DAPL protest response https://t.co/Dui8xmzQhc #NoDapl #whiteprivilege,anger
1127,We cannot depend on Native activists only talking about #NoDAPL &amp; our fight for land rights &amp; honoring of treaties.,fear
1128,Pico and Cotner #stand with #standingrock #nodapl @ West Los Angeles https://t.co/HwTSmuh5kU,fear
1129,.@StateDept you probably shouldn't condemn others for same conduct practiced within the USA @PressSec @StandingRockST #NoDAPL #WaterIsLife,fear
1130,So what they're saying is the USA cares more about Russia than their own citizens #NoDAPL #whatsdemocracy ?#whatvalues ? https://t.co/sX1rWIsb82,fear
1131,@StateDept But the military style response and abuses toward peaceful water protectors and journalists at #standingrock #nodapl are ok? 🤔,fear
1132,@StateDept Our Military attacked civilians in North Dakota #NoDAPL #NoWar https://t.co/R6Lh9p0ffM,fear
1133,Keystone XL: The Art of NGO Discourse | Part I https://t.co/sw4JdG5h8E #NoDAPL,fear
1134,"start em young. 💯
#NoDAPL https://t.co/uHoZIG4AgX",fear
1135,Shailene Woodley reaches deal to avoid jail over pipeline protest https://t.co/W9LQUrREtd #Fracking #NoDAPL,fear
1136,One topic that we really would love to cover at Affect this year: #NoDAPL. Any Indigenous folks want to chime in? https://t.co/JXucNmEG5k,joy
1137,McKibben's Divestment Tour – Brought to You by Wall Street [Part XII of an Investigative Report] [Buildin https://t.co/2ULcdQaLdR #NoDAPL,fear
1138,"The black snake from @krewedelusion is coming for @LDNR this Thursday. Expect us! (And join us!)

#resist #cleanwater #NoDAPL #NoBayouBridge https://t.co/krIKgL0Wn9",fear
1139,Say no to #NoDAPL and #NoBayouBridge,fear
1140,"@lrozen Funny. No one ""strongly condemned"" the detention of peaceful #NoDAPL protesters.",anger
1141,"@MrScoville @AtleastLevesque #NoDAPL's global since long time, because we care for Natives. would be awesome, if ALL U.S. people did too.",fear
1142,"#GoodNews: Norwegian Bank DNB Sells Its Share of Dakota Pipeline Funding
https://t.co/veCgB2fZCo #NoDAPL #DeFundDAPL",sadness
1143,Shailene Woodley avoids jail over pipeline protest https://t.co/6DR6WywIJc #Fracking #NoDAPL,fear
1144,@StateDept how many peaceful NODAPL protesters were thrown in jail for simply protecting their land?,anger
1145,Or bombard their servers to resist their douchbaggery. #RESIST #NoDAPL https://t.co/zsp6iEWLi2,anger
1146,@greenpeaceusa @DeanLeh please rt #nodapl,fear
1147,"#WikiLeaks #TISA Summit
#SCOTUS rule corporate CEO Salary be $8/Hr or fraction of it:
#OWS
#NoDAPL
#Hemp
#SOLAR
#TLV
https://t.co/ZVNcMTyVEE",fear
1148,#ResistTrump Block #KXL https://t.co/GR396KgvAF #nodapl #nokxl #racingextinction #theresistance #democrat @senatedems @SenSchumer @SenWarren,fear
1149,"@ConnorsFrank actually, all people in the U.S. have to be saved from that so-called ""government"". #NoDAPL",fear
1150,Says the Govt that sat by as praying  native grandmothers/elders were knocked to the ground and jailed dog kennels #NODAPL https://t.co/UVbIwc5KAl,sadness
1151,@reevesjw @anneapplebaum did you miss the NODAPL protests?,sadness
1152,Norwegian bank DNB sells its share of Dakota pipeline funding https://t.co/yV4OXaStRc #NoDAPL,fear
1153,Norwegian DNB Bank Divests From Dakota Access Pipeline https://t.co/nDibXNtwYF #DeFundDAPL #divest @BankDefund @Defunddapl #NoDAPL,sadness
1154,"Under heavy #NODAPL lobbying pressure, Norwegianbank DNB sells its share of Dakota Access pipeline funding https://t.co/8o4u4h7yzp @Reuters",fear
1155,"@StateDept EXACTLY what #BlackLivesMatter, #OccupyWallStreet, #NoDAPL (etc., etc.) have said. #hypocrisy",fear
1156,"#republicans do not want to govern, they want the #monarchy #fascism, look at #Trump family #NoDAPL #resist #Traitortrump #trumpArussia https://t.co/3DB5vZL8Ss",fear
1157,"#republicans do not want to govern, they want the #monarchy back, look at #Trump family. #KXL #NoDAPL #resist #Traitortrump #trumpArussia",fear
1158,@StateDept what about how y'all treated the #NoDAPL protesters?  #hypocrisy https://t.co/I94wHGcoye,fear
1159,"US Police jailed peaceful Water Protectors in the #NoDAPL protests on behalf of private corporations, so you may want to rethink this tweet. https://t.co/91b15Trr0h",anger
1160,@AtleastLevesque So sad that there have been only 5 retweets so far. But good to know that the idea behind #NoDAPL has become global. Thank you!,sadness
1161,MT @NativeApprops: 530K gal: 3x more than orig reported. Largest spill in ND hstry. 150 mi fr Standing Rock. https://t.co/Gy7ZnXD4nc #NoDAPL,fear
1162,"Next week Hapistinna Graci Horne will be discussing the #NoDAPL movement and art as a Native woman. #WomenOnWednesday 3/29, Noon, Atwood. https://t.co/2FxGjx8xN9",fear
1163,#WaterIsLife. How can big banks justify funding Dakota Access pipeline? Tell them to divest! #NoDAPL @SierraRise https://t.co/mw2HlTuI8S,fear
1164,Actress Shailene Woodley reaches deal in pipeline protest https://t.co/oRSUaEVsIa #Fracking #NoDAPL,fear
1165,"'We see them (The Norwegian Oilfund), and know they know we see them, so we are going to follow them up' @zhaabowekwe #StandingRock #NoDAPL https://t.co/0p1VmpRpfY",fear
1166,"@StateDept, I guess that means all the folks who protest here won't be harassed or unlawfully prosecuted?? #NoDAPL #resist #protest #liars",fear
1167,The #Divergent star was among 27 #NoDAPL activists arrested Oct. 10.  https://t.co/Y1nx3Qqs9Q,fear
1168,"LOL @StateDept did you forget about the entire shut down of peaceful #NODAPL protestors, veterans, and journalists at Standing Rock? https://t.co/tQPDOXbd1Z",fear
1169,"IRONY DIES!

#NoDAPL
#BLM
#Chicago https://t.co/pBxqy9wkIN",sadness
1170,The Gov wont save us we will #NODAPL | https://t.co/ahmdILDAF2 https://t.co/t21uLuHxpb,sadness
1171,Keystone XL Foes Brace for Battle https://t.co/84Ffadh5kY #NoDAPL #StandingRock #WaterIsLife,fear
1172,"530,000 gallons. 3x larger than they orig reported. Largest spill in ND history. 150 mi from Standing Rock. https://t.co/juzhjgVro5 #NoDAPL",fear
1173,'We need Norway to remember who you are before you become a cooperation. Stand with us' #StandingRock member talking about hope and #NoDapl https://t.co/yZiCqwZlT0,fear
1174,#NoDAPL #NoKXL They all leak. https://t.co/xJ0v4Ajn64,fear
1175,.@HassanPRG How about right here on American soil? #NoDAPL https://t.co/ABMruvGnWA,fear
1176,The Propaganda war against Syria led by Avaaz &amp; the White Helmets https://t.co/uG7uHGEHy2 #NoDAPL,fear
1177,@StateDept If only they had just threatened the protesters with tanks and M15s like a civilised country. #hypocrisy  #Ferguson #NoDAPL,fear
1178,@ProudCrone @bleflarjackson I call it #OilyBloodMoney that gets paid to the landowners who allow the pipelines  #NoDAPL #RTifYouAgree,fear
1179,"Time to play the game! @theonlyadult
#Fightfor15 0
#NoDAPL 1
Unionization Efforts 0
Caterwauling about Sanders: https://t.co/lDEIs391HS",fear
1180,"@StateDept it's obvious you care more for Russians than US citizens.
#StandingRock #NoDAPL",fear
1181,North Dakota Oil Spill Three Times Larger Than First Estimated https://t.co/v82WDRCHqU #NoDAPL #WaterIsLife,fear
1182,Step 1 to saving my family - stopping #KinderMorgan! #mondaymotivation  #blackfish #bcpoli #stopkm #nodapl https://t.co/D0B2x3uCjY,fear
1183,"This is what happens when a college basketball team loses. Tell me again how bad #BLM, #NoDAPL, #WomensRights or other protesters are? https://t.co/lEDSwDwzzu",fear
1184,".@ThePeoriaKid From what we've witnessed with the #NoDAPL protests, it already is @HassanPRG https://t.co/FY2HR0HRjN",fear
1185,"@Equanimous_1 So is your username supposed to mean you support #NoDAPL, or does it read ""#NoDAPL my posterior""? ;)",neutral
1186,"With Russia the Germans are easily outraged... the same story in the US and noone cares. #NoDAPL #HonorTheTreaties

https://t.co/6AdU5PrpE2",anger
1187,Actress Shailene Woodley Reaches Deal in Pipeline Protest Arrest https://t.co/j0jvslqgsl #Fracking #NoDAPL,fear
1188,"Trump May Have Approved Keystone XL, But People Will Stop This Pipeline Again: https://t.co/fLDFVeOl8u #NoKXL #NoDAPL #IndigenousRising",fear
1189,"@AThryft a lot of non-native-americans all around world PAY ATTENTION + DO view water that way, too, that's why we fight for #NoDAPL too.",fear
1190,The Nebraska Pub. Serv. Comm. can still halt DAPL - WE CAN HELP! Resist Trump: Block Keystone XL Pipeline #NoDAPL https://t.co/Qu6t8Drwhw,fear
1191,Resist Trump: Block KXL #NoDAPL https://t.co/zWp3DnZSn4,anger
1192,Shailene Woodley Gets Probation for Dakota Pipeline Protest https://t.co/YTEt1PkP0h #donaldtrump #Fracking #NoDAPL,fear
1193,Horrible to hear the stories of how the indigenous at #standingrock were treated when they were arrested by the police #NoDAPL https://t.co/43tqlEPxsk,fear
1194,"If the rest of us also viewed water as #waterislife, maybe we'd pay more attention to this crisis #NoDAPL #NoKXL #keepitintheground https://t.co/A3LGxlBK9G",fear
1195,Stand Up / Stand N Rock #NoDAPL (Official Video) https://t.co/3tWDOBqa2j via @YouTube----Still Stand!,fear
1196,I Shit You Not--This Is Our Government in All Its Inglorious Obliviousness #NoDAPL https://t.co/s1JlN9pR9f,fear
1197,I went on this podcast to discuss the lessons and legacies of #StandingRock with Shyam Khanna. #NoDAPL https://t.co/iVvbqzFxpf,fear
1198,@DAPLFacts This account is a JOKE. #NoDAPL,fear
1199,.@Greenpeace_Ch Will you join us on #DivestDAPL campaign March 30? https://t.co/5O49Ot5rNJ Contact @ResistanceItaly #NoDAPL #WaterIsLife https://t.co/XMwgq3806j,fear
1200,Agree #NoDAPL https://t.co/Qc7fRaIRmM,anger
1201,"Offering prayers to the Creator for our people, our fight is not over, we must stand together and stay strong.🙏#NoDAPL #WaterIsLife https://t.co/AYkhfSkc7p",fear
1202,Such utter BS after what the US did to protectors at Standing Rock. For months. Chemical weapons. Tanks. Water cannons. Mass arrests.#NoDAPL https://t.co/jjeZ6pd6O8,fear
1203,Resist #NotMyPresiden#DumpTrump: Block #KXL https://t.co/nYnqxWMAbn #NoKXL #NoDAPL #keepitintheground,fear
1204,Coming from the same government who arrested hundreds of peaceful protesters at standing rock... #NoDapl #NoKXL https://t.co/dBe7o3FVzD,fear
1205,Shailene Woodley Strikes Plea Deal in Dakota Access Pipeline Arrest: Reports https://t.co/dn9sxWUS64 #NoDAPL #StandingRock #WaterIsLife,fear
1206,https://t.co/MZz0adlv3q Stop the Keystone Pipeline!!! #NoKXL #nopipelines #NoDAPL,fear
1207,"""Norwegian Bank DNB Sells Its Share of Dakota Pipeline Funding""-- My mother country is killin' it lately! #NoDAPL
https://t.co/JvqirNajCb",sadness
1208,Sign the pledge to resist Trump's pipeline plans. #NoDAPL #NoKXL https://t.co/WtCuXiAZlF via @ClimateHawkVote,fear
1209,#NoDAPL #activist @ChaseIronEyes among our Revolutionizing Protest panelists at the 2017 FOW Summit. Learn more: https://t.co/WOX01TBtUH https://t.co/NwQqgO7FPM,fear
1210,@StateDept are you being Serious right now?! #waterIsLife #NoDAPL https://t.co/HRZOv0JfjI,anger
1211,When Silence Kills | The Art of Annihilation https://t.co/vI17L9Opl2 #NoDAPL,fear
1212,"Talk of peace, protecting the environment at Tulsa rally against Diamond Pipeline https://t.co/yuDB16V27I #NoDAPL #StandingRock #WaterIsLi…",fear
1213,#NoDAPL #NoKXL - we must protect the #environment now! https://t.co/M28NrsTdog,fear
1214,Drop All Charges Against Standing Rock Journalists https://t.co/U42OUNJu8I #NoDAPL #StandingRock #WaterIsLife,fear
1215,"greenpeaceusa: 30 years of oil and gas pipeline disasters, mapped. THIS is why we say #NoKXL and #NoDAPL! … https://t.co/DjmnXcGC4p",fear
1216,"30 years of oil and gas pipeline disasters, mapped. THIS is why we say #NoKXL and #NoDAPL! https://t.co/bF4wcqahz2 https://t.co/G5N35gDGjL",fear
1217,"Apparently, @StateDept forgot about #OWS, #NoDAPL and #J20. https://t.co/YwtgOKrDuv",fear
1218,@StateDept Russia arresting 100s of peaceful protestors. Oh... Wait nevermind that's Standing Rock North Dakota. #MniWiconi #NoDAPL https://t.co/kYXtXLK3E1,fear
1219,"@Micah_Monster #NoDAPL, the antifa inauguration protests.  Government should  STFU",fear
1220,#TOTD #bloop When your #hypocrisy is showing.... Thank you @CherriFoytlin1 and all who are fighting for #StandingRock #NODAPL https://t.co/tgPhRCxbV4,fear
